Year,FlagOfRegistration,FlagOfRegistration Label,BeneficialOwnership,BeneficialOwnership Label,Dead weight tons in thousands,Dead weight tons in thousands Footnote,Dead weight tons in thousands Missing value,Percentage of total fleet,Percentage of total fleet Footnote,Percentage of total fleet Missing value,Number of ships,Number of ships Footnote,Number of ships Missing value
2014,028,"Antigua and Barbuda",0000,"World",12943.856,,,100,,,1180,,
2014,028,"Antigua and Barbuda",5100,"Africa",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",5110,"Northern Africa",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",5120,"Sub-Saharan Africa",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",5121,"Eastern Africa",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",5122,"Middle Africa",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",5123,"Southern Africa",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",5124,"Western Africa",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",5200,"Americas",34.452,,,0.26616,,,9,,
2014,028,"Antigua and Barbuda",5210,"Northern America",30.852,,,0.23835,,,8,,
2014,028,"Antigua and Barbuda",5220,"Latin America and the Caribbean",3.6,,,0.02781,,,1,,
2014,028,"Antigua and Barbuda",5221,"Caribbean",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",5222,"Central America",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",5223,"South America",3.6,,,0.02781,,,1,,
2014,028,"Antigua and Barbuda",5300,"Asia",148.757,,,1.14925,,,18,,
2014,028,"Antigua and Barbuda",5310,"Central Asia",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",5330,"Eastern Asia",79.569,,,0.61472,,,8,,
2014,028,"Antigua and Barbuda",5350,"South-eastern Asia",24.891,,,0.1923,,,3,,
2014,028,"Antigua and Barbuda",5320,"Southern Asia",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",5340,"Western Asia",44.297,,,0.34222,,,7,,
2014,028,"Antigua and Barbuda",5400,"Europe",12734.574,,,98.38316,,,1147,,
2014,028,"Antigua and Barbuda",5410,"Eastern Europe",67.889,,,0.52449,,,12,,
2014,028,"Antigua and Barbuda",5420,"Northern Europe",289.843,,,2.23923,,,52,,
2014,028,"Antigua and Barbuda",5430,"Southern Europe",36.688,,,0.28344,,,9,,
2014,028,"Antigua and Barbuda",5440,"Western Europe",12340.154,,,95.336,,,1074,,
2014,028,"Antigua and Barbuda",5500,"Oceania",15.28,,,0.11805,,,2,,
2014,028,"Antigua and Barbuda",0000u,"World n.e.s.",10.793,,,0.08338,,,4,,
2014,028,"Antigua and Barbuda",0001,"Individual economies",,,"Not applicable",,,"Not applicable",,,"Not applicable"
2014,028,"Antigua and Barbuda",008,"Albania",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",012,"Algeria",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",024,"Angola",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",660,"Anguilla",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",028,"Antigua and Barbuda",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",032,"Argentina",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",533,"Aruba",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",036,"Australia",12.68,,,0.09796,,,1,,
2014,028,"Antigua and Barbuda",040,"Austria",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",031,"Azerbaijan",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",044,"Bahamas",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",048,"Bahrain",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",050,"Bangladesh",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",052,"Barbados",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",056,"Belgium",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",084,"Belize",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",204,"Benin",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",060,"Bermuda",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",068,"Bolivia (Plurinational State of)",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",076,"Brazil",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",092,"British Virgin Islands",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",096,"Brunei Darussalam",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",100,"Bulgaria",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",132,"Cabo Verde",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",116,"Cambodia",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",120,"Cameroon",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",124,"Canada",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",136,"Cayman Islands",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",152,"Chile",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",156,"China",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",344,"China, Hong Kong SAR",79.569,,,0.61472,,,8,,
2014,028,"Antigua and Barbuda",446,"China, Macao SAR",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",158,"China, Taiwan Province of",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",170,"Colombia",3.6,,,0.02781,,,1,,
2014,028,"Antigua and Barbuda",178,"Congo",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",184,"Cook Islands",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",188,"Costa Rica",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",384,"Côte d'Ivoire",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",191,"Croatia",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",192,"Cuba",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",531,"Curaçao",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",196,"Cyprus",16.278,,,0.12576,,,2,,
2014,028,"Antigua and Barbuda",408,"Dem. People's Rep. of Korea",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",180,"Dem. Rep. of the Congo",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",208,"Denmark",35.395,,,0.27345,,,4,,
2014,028,"Antigua and Barbuda",262,"Djibouti",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",212,"Dominica",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",214,"Dominican Republic",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",218,"Ecuador",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",818,"Egypt",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",226,"Equatorial Guinea",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",232,"Eritrea",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",233,"Estonia",27.789,,,0.21469,,,7,,
2014,028,"Antigua and Barbuda",231,"Ethiopia",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",234,"Faroe Islands",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",242,"Fiji",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",246,"Finland",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",250,"France",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",258,"French Polynesia",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",266,"Gabon",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",270,"Gambia",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",268,"Georgia",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",276,"Germany",12232.144,,,94.50155,,,1056,,
2014,028,"Antigua and Barbuda",288,"Ghana",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",292,"Gibraltar",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",300,"Greece",7.496,,,0.05791,,,2,,
2014,028,"Antigua and Barbuda",304,"Greenland",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",308,"Grenada",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",312,"Guadeloupe",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",316,"Guam",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",320,"Guatemala",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",831,"Guernsey",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",324,"Guinea",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",328,"Guyana",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",332,"Haiti",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",340,"Honduras",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",352,"Iceland",58.934,,,0.4553,,,7,,
2014,028,"Antigua and Barbuda",356,"India",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",360,"Indonesia",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",364,"Iran (Islamic Republic of)",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",368,"Iraq",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",372,"Ireland",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",376,"Israel",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",380,"Italy",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",388,"Jamaica",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",392,"Japan",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",832,"Jersey",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",400,"Jordan",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",398,"Kazakhstan",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",404,"Kenya",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",296,"Kiribati",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",414,"Kuwait",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",418,"Lao People's Dem. Rep.",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",428,"Latvia",36.465,,,0.28172,,,10,,
2014,028,"Antigua and Barbuda",422,"Lebanon",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",430,"Liberia",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",434,"Libya",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",440,"Lithuania",18.061,,,0.13953,,,5,,
2014,028,"Antigua and Barbuda",442,"Luxembourg",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",450,"Madagascar",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",458,"Malaysia",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",462,"Maldives",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",470,"Malta",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",584,"Marshall Islands",2.6,,,0.02009,,,1,,
2014,028,"Antigua and Barbuda",478,"Mauritania",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",480,"Mauritius",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",484,"Mexico",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",583,"Micronesia (Federated States of)",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",492,"Monaco",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",496,"Mongolia",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",499,"Montenegro",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",504,"Morocco",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",508,"Mozambique",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",104,"Myanmar",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",516,"Namibia",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",528,"Netherlands (Kingdom of the)",78.787,,,0.60868,,,16,,
2014,028,"Antigua and Barbuda",540,"New Caledonia",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",554,"New Zealand",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",558,"Nicaragua",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",566,"Nigeria",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",578,"Norway",42.081,,,0.3251,,,10,,
2014,028,"Antigua and Barbuda",512,"Oman",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",586,"Pakistan",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",591,"Panama",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",598,"Papua New Guinea",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",600,"Paraguay",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",604,"Peru",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",608,"Philippines",15.391,,,0.11891,,,2,,
2014,028,"Antigua and Barbuda",616,"Poland",5.467,,,0.04224,,,2,,
2014,028,"Antigua and Barbuda",620,"Portugal",21.632,,,0.16712,,,6,,
2014,028,"Antigua and Barbuda",634,"Qatar",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",410,"Republic of Korea",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",498,"Republic of Moldova",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",642,"Romania",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",643,"Russian Federation",35.395,,,0.27345,,,6,,
2014,028,"Antigua and Barbuda",659,"Saint Kitts and Nevis",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",662,"Saint Lucia",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",670,"Saint Vincent and the Grenadines",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",882,"Samoa",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",678,"Sao Tome and Principe",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",682,"Saudi Arabia",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",686,"Senegal",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",688,"Serbia",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",690,"Seychelles",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",694,"Sierra Leone",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",702,"Singapore",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",703,"Slovakia",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",705,"Slovenia",7.56,,,0.05841,,,1,,
2014,028,"Antigua and Barbuda",090,"Solomon Islands",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",706,"Somalia",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",710,"South Africa",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",724,"Spain",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",144,"Sri Lanka",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",729,"Sudan",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",740,"Suriname",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",752,"Sweden",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",756,"Switzerland",29.223,,,0.22577,,,2,,
2014,028,"Antigua and Barbuda",438,"Liechtenstein",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",760,"Syrian Arab Republic",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",764,"Thailand",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",626,"Timor-Leste",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",776,"Tonga",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",780,"Trinidad and Tobago",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",788,"Tunisia",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",792,"Türkiye",26.471,,,0.20451,,,4,,
2014,028,"Antigua and Barbuda",795,"Turkmenistan",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",798,"Tuvalu",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",804,"Ukraine",27.027,,,0.2088,,,4,,
2014,028,"Antigua and Barbuda",784,"United Arab Emirates",1.548,,,0.01196,,,1,,
2014,028,"Antigua and Barbuda",826,"United Kingdom",71.118,,,0.54943,,,9,,
2014,028,"Antigua and Barbuda",834,"United Republic of Tanzania",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",841,"United States of America including Puerto Rico",30.852,,,0.23835,,,8,,
2014,028,"Antigua and Barbuda",840,"United States",30.852,,,0.23835,,,8,,
2014,028,"Antigua and Barbuda",850,"United States Virgin Islands",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",858,"Uruguay",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",548,"Vanuatu",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",862,"Venezuela (Bolivarian Rep. of)",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",704,"Viet Nam",9.5,,,0.07339,,,1,,
2014,028,"Antigua and Barbuda",887,"Yemen",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",0002,"Special economies",,,"Not applicable",,,"Not applicable",,,"Not applicable"
2014,028,"Antigua and Barbuda",251,"France including French Guiana, Guadeloupe, Martinique, Mayotte, Monaco and Reunion",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",757,"Switzerland including Liechtenstein",29.223,,,0.22577,,,2,,
2014,028,"Antigua and Barbuda",926,"United Kingdom including Channel Islands and Isle of Man",71.118,,,0.54943,,,9,,
2014,028,"Antigua and Barbuda",842,"United States of America including Puerto Rico and United States Virgin Islands",30.852,,,0.23835,,,8,,
2014,028,"Antigua and Barbuda",5600,"Asia and Oceania",164.037,,,1.2673,,,20,,
2014,028,"Antigua and Barbuda",5702,"Northern America and Europe",12765.426,,,98.62151,,,1155,,
2014,028,"Antigua and Barbuda",5706,"Europe, Northern America, Australia and New Zealand",12778.106,,,98.71947,,,1156,,
2014,028,"Antigua and Barbuda",5703,"Central and Southern Asia",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",5704,"Eastern and South-Eastern Asia",104.46,,,0.80702,,,11,,
2014,028,"Antigua and Barbuda",5705,"Western Asia and Northern Africa",44.297,,,0.34222,,,7,,
2014,028,"Antigua and Barbuda",1400,"Developing economies",138.679,,,1.07139,,,18,,
2014,028,"Antigua and Barbuda",1410,"Developing economies: Africa",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",1420,"Developing economies: Americas",3.6,,,0.02781,,,1,,
2014,028,"Antigua and Barbuda",1460,"Developing economies: Asia and Oceania",135.079,,,1.04358,,,17,,
2014,028,"Antigua and Barbuda",1430,"Developing economies: Asia",132.479,,,1.02349,,,16,,
2014,028,"Antigua and Barbuda",1450,"Developing economies: Oceania",2.6,,,0.02009,,,1,,
2014,028,"Antigua and Barbuda",1500,"Developed economies",12794.384,,,98.84523,,,1158,,
2014,028,"Antigua and Barbuda",1520,"Developed economies: Americas",30.852,,,0.23835,,,8,,
2014,028,"Antigua and Barbuda",1560,"Developed economies: Asia and Oceania",28.958,,,0.22372,,,3,,
2014,028,"Antigua and Barbuda",1530,"Developed economies: Asia",16.278,,,0.12576,,,2,,
2014,028,"Antigua and Barbuda",1550,"Developed economies: Oceania",12.68,,,0.09796,,,1,,
2014,028,"Antigua and Barbuda",1540,"Developed economies: Europe",12734.574,,,98.38316,,,1147,,
2014,028,"Antigua and Barbuda",1600,"Developing economies excluding China",138.679,,,1.07139,,,18,,
2014,028,"Antigua and Barbuda",1601,"Developing economies excluding LDCs",138.679,,,1.07139,,,18,,
2014,028,"Antigua and Barbuda",1610,"LDCs (Least developed countries)",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",1614,"LDCs: Africa",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",1612,"LDCs: Asia",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",1615,"LDCs: Islands and Haiti",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",1620,"LLDCs (Landlocked developing countries)",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",1640,"SIDS (Small island developing States) (UN-OHRLLS)",2.6,,,0.02009,,,1,,
2014,028,"Antigua and Barbuda",1641,"SIDS: Atlantic and Indian Ocean",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",1642,"SIDS: Caribbean",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",1643,"SIDS: Pacific",2.6,,,0.02009,,,1,,
2014,028,"Antigua and Barbuda",2623,"Low-income developing economies",0,,,0,,,0,,
2014,028,"Antigua and Barbuda",2622,"Middle-income developing economies",27.491,,,0.21239,,,4,,
2014,028,"Antigua and Barbuda",2621,"High-income developing economies",111.188,,,0.859,,,14,,
2014,028,"Antigua and Barbuda",2711,"BRICS",35.395,,,0.27345,,,6,,
2014,028,"Antigua and Barbuda",3412,"European Union (2020 …)",12487.074,,,96.47105,,,1111,,
2014,028,"Antigua and Barbuda",3916,"G20 (Group of Twenty)",12408.66,,,95.86525,,,1084,,
2014,028,"Antigua and Barbuda",3919,"G-77 (Group of 77)",32.639,,,0.25216,,,6,,
2014,028,"Antigua and Barbuda",3905,"OECD (Organisation for Economic Cooperation and Development)",12745.755,,,98.46954,,,1151,,
2014,044,"Bahamas",0000,"World",73026.93,,,100,,,1309,,
2014,044,"Bahamas",5100,"Africa",4114.275,,,5.63391,,,35,,
2014,044,"Bahamas",5110,"Northern Africa",165.226,,,0.22625,,,4,,
2014,044,"Bahamas",5120,"Sub-Saharan Africa",3949.049,,,5.40766,,,31,,
2014,044,"Bahamas",5121,"Eastern Africa",0,,,0,,,0,,
2014,044,"Bahamas",5122,"Middle Africa",3523.849,,,4.82541,,,23,,
2014,044,"Bahamas",5123,"Southern Africa",347.182,,,0.47542,,,5,,
2014,044,"Bahamas",5124,"Western Africa",78.018,,,0.10683,,,3,,
2014,044,"Bahamas",5200,"Americas",18886.426,,,25.86228,,,287,,
2014,044,"Bahamas",5210,"Northern America",16438.59,,,22.51031,,,233,,
2014,044,"Bahamas",5220,"Latin America and the Caribbean",2447.836,,,3.35196,,,54,,
2014,044,"Bahamas",5221,"Caribbean",1106.696,,,1.51546,,,36,,
2014,044,"Bahamas",5222,"Central America",77.001,,,0.10544,,,7,,
2014,044,"Bahamas",5223,"South America",1264.139,,,1.73106,,,11,,
2014,044,"Bahamas",5300,"Asia",16189.993,,,22.16989,,,231,,
2014,044,"Bahamas",5310,"Central Asia",0,,,0,,,0,,
2014,044,"Bahamas",5330,"Eastern Asia",7397.313,,,10.12957,,,111,,
2014,044,"Bahamas",5350,"South-eastern Asia",979.426,,,1.34118,,,29,,
2014,044,"Bahamas",5320,"Southern Asia",118.818,,,0.1627,,,4,,
2014,044,"Bahamas",5340,"Western Asia",7694.436,,,10.53644,,,87,,
2014,044,"Bahamas",5400,"Europe",33209.113,,,45.47516,,,743,,
2014,044,"Bahamas",5410,"Eastern Europe",1278.903,,,1.75128,,,38,,
2014,044,"Bahamas",5420,"Northern Europe",10267.07,,,14.05929,,,402,,
2014,044,"Bahamas",5430,"Southern Europe",16971.622,,,23.24022,,,224,,
2014,044,"Bahamas",5440,"Western Europe",4691.518,,,6.42437,,,79,,
2014,044,"Bahamas",5500,"Oceania",103.244,,,0.14138,,,6,,
2014,044,"Bahamas",0000u,"World n.e.s.",523.879,,,0.71738,,,7,,
2014,044,"Bahamas",0001,"Individual economies",,,"Not applicable",,,"Not applicable",,,"Not applicable"
2014,044,"Bahamas",008,"Albania",0,,,0,,,0,,
2014,044,"Bahamas",012,"Algeria",159.923,,,0.21899,,,3,,
2014,044,"Bahamas",024,"Angola",3416.849,,,4.67889,,,22,,
2014,044,"Bahamas",660,"Anguilla",0,,,0,,,0,,
2014,044,"Bahamas",028,"Antigua and Barbuda",0,,,0,,,0,,
2014,044,"Bahamas",032,"Argentina",0,,,0,,,0,,
2014,044,"Bahamas",533,"Aruba",0,,,0,,,0,,
2014,044,"Bahamas",036,"Australia",79.112,,,0.10833,,,5,,
2014,044,"Bahamas",040,"Austria",0,,,0,,,0,,
2014,044,"Bahamas",031,"Azerbaijan",0,,,0,,,0,,
2014,044,"Bahamas",044,"Bahamas",1105.636,,,1.51401,,,35,,
2014,044,"Bahamas",048,"Bahrain",2.921,,,0.004,,,2,,
2014,044,"Bahamas",050,"Bangladesh",0,,,0,,,0,,
2014,044,"Bahamas",052,"Barbados",0,,,0,,,0,,
2014,044,"Bahamas",056,"Belgium",167.19,,,0.22894,,,12,,
2014,044,"Bahamas",084,"Belize",0,,,0,,,0,,
2014,044,"Bahamas",204,"Benin",0,,,0,,,0,,
2014,044,"Bahamas",060,"Bermuda",10268.838,,,14.06171,,,84,,
2014,044,"Bahamas",068,"Bolivia (Plurinational State of)",0,,,0,,,0,,
2014,044,"Bahamas",076,"Brazil",1264.139,,,1.73106,,,11,,
2014,044,"Bahamas",092,"British Virgin Islands",0,,,0,,,0,,
2014,044,"Bahamas",096,"Brunei Darussalam",0,,,0,,,0,,
2014,044,"Bahamas",100,"Bulgaria",0,,,0,,,0,,
2014,044,"Bahamas",132,"Cabo Verde",0,,,0,,,0,,
2014,044,"Bahamas",116,"Cambodia",0,,,0,,,0,,
2014,044,"Bahamas",120,"Cameroon",0,,,0,,,0,,
2014,044,"Bahamas",124,"Canada",2779.883,,,3.80665,,,32,,
2014,044,"Bahamas",136,"Cayman Islands",0,,,0,,,0,,
2014,044,"Bahamas",152,"Chile",0,,,0,,,0,,
2014,044,"Bahamas",156,"China",96.455,,,0.13208,,,5,,
2014,044,"Bahamas",344,"China, Hong Kong SAR",24.702,,,0.03383,,,5,,
2014,044,"Bahamas",446,"China, Macao SAR",0,,,0,,,0,,
2014,044,"Bahamas",158,"China, Taiwan Province of",0,,,0,,,0,,
2014,044,"Bahamas",170,"Colombia",0,,,0,,,0,,
2014,044,"Bahamas",178,"Congo",107,,,0.14652,,,1,,
2014,044,"Bahamas",184,"Cook Islands",0,,,0,,,0,,
2014,044,"Bahamas",188,"Costa Rica",77.001,,,0.10544,,,7,,
2014,044,"Bahamas",384,"Côte d'Ivoire",0,,,0,,,0,,
2014,044,"Bahamas",191,"Croatia",159.217,,,0.21803,,,4,,
2014,044,"Bahamas",192,"Cuba",0,,,0,,,0,,
2014,044,"Bahamas",531,"Curaçao",0,,,0,,,0,,
2014,044,"Bahamas",196,"Cyprus",681.5,,,0.93322,,,17,,
2014,044,"Bahamas",408,"Dem. People's Rep. of Korea",0,,,0,,,0,,
2014,044,"Bahamas",180,"Dem. Rep. of the Congo",0,,,0,,,0,,
2014,044,"Bahamas",208,"Denmark",832.637,,,1.14018,,,41,,
2014,044,"Bahamas",262,"Djibouti",0,,,0,,,0,,
2014,044,"Bahamas",212,"Dominica",0,,,0,,,0,,
2014,044,"Bahamas",214,"Dominican Republic",0,,,0,,,0,,
2014,044,"Bahamas",218,"Ecuador",0,,,0,,,0,,
2014,044,"Bahamas",818,"Egypt",0,,,0,,,0,,
2014,044,"Bahamas",226,"Equatorial Guinea",0,,,0,,,0,,
2014,044,"Bahamas",232,"Eritrea",0,,,0,,,0,,
2014,044,"Bahamas",233,"Estonia",0,,,0,,,0,,
2014,044,"Bahamas",231,"Ethiopia",0,,,0,,,0,,
2014,044,"Bahamas",234,"Faroe Islands",0,,,0,,,0,,
2014,044,"Bahamas",242,"Fiji",0,,,0,,,0,,
2014,044,"Bahamas",246,"Finland",722.834,,,0.98982,,,7,,
2014,044,"Bahamas",250,"France",496.143,,,0.6794,,,10,,
2014,044,"Bahamas",258,"French Polynesia",0,,,0,,,0,,
2014,044,"Bahamas",266,"Gabon",0,,,0,,,0,,
2014,044,"Bahamas",270,"Gambia",0,,,0,,,0,,
2014,044,"Bahamas",268,"Georgia",0,,,0,,,0,,
2014,044,"Bahamas",276,"Germany",852.226,,,1.167,,,19,,
2014,044,"Bahamas",288,"Ghana",0,,,0,,,0,,
2014,044,"Bahamas",292,"Gibraltar",0,,,0,,,0,,
2014,044,"Bahamas",300,"Greece",15474.743,,,21.19046,,,204,,
2014,044,"Bahamas",304,"Greenland",0,,,0,,,0,,
2014,044,"Bahamas",308,"Grenada",0,,,0,,,0,,
